Date,tmin,tmean,tmax,ppt
12/10/2014,2.2,9.7,17.2,0
12/11/2014,1.9,7.6,13.3,0
12/12/2014,1.7,8.2,14.8,0
12/13/2014,3.2,10.9,18.6,0
12/14/2014,3.8,11.5,19.3,0
12/15/2014,3.9,10.8,17.7,0
12/16/2014,4.4,12.9,21.5,1.45
12/17/2014,3.9,12.7,21.5,0.05
12/18/2014,3.1,9.2,15.2,0
12/19/2014,5.1,10.7,16.3,0
12/20/2014,8.4,10.5,12.6,12.98
12/21/2014,8.7,10.6,12.4,5.54
12/22/2014,11.8,12.9,13.9,16.69
12/23/2014,12.9,16.5,20,14.77
12/24/2014,17.9,20.2,22.6,75.13
12/25/2014,4.4,11.7,19,0
12/26/2014,3.6,8.8,14,0
12/27/2014,6.1,11.5,16.9,0
12/28/2014,10.2,14.5,18.8,0.05
12/29/2014,14.1,18.5,22.9,14.74
12/30/2014,11.9,15.1,18.2,1.3
12/31/2014,5.7,10.4,15.2,0
1/1/2015,6.2,8.9,11.6,0
1/2/2015,6.4,10.5,14.6,0
1/3/2015,12.5,15.3,18.1,0
1/4/2015,17.5,19.8,22.2,16.99
1/5/2015,5.6,12.6,19.7,1.87
1/6/2015,1.6,7.3,13.1,0
1/7/2015,1.9,9.4,16.9,0
1/8/2015,-6.8,3.5,13.8,0
1/9/2015,-7.4,-1.7,4.1,0
1/10/2015,0.1,2.9,5.7,0
1/11/2015,0.4,6.7,12.9,0
1/12/2015,6.7,11.2,15.7,1.07
1/13/2015,12.8,16,19.1,0
1/14/2015,7.4,11.1,14.8,0.2
1/15/2015,6.9,9.6,12.3,2.31
1/16/2015,3.9,6.8,9.7,12.14
1/17/2015,2.4,8.1,13.9,0
1/18/2015,3.9,9.9,15.8,0
1/19/2015,0.1,9.6,19,0
1/20/2015,0.1,9.2,18.3,0
1/21/2015,6.5,13.5,20.5,0
1/22/2015,10.4,15.5,20.6,0
1/23/2015,9.6,14,18.3,61.3
1/24/2015,6.4,11.1,15.8,2.86
1/25/2015,1.3,7.4,13.5,0
1/26/2015,2.2,9.3,16.4,0
1/27/2015,3.8,9.1,14.3,0
1/28/2015,4,12,20.1,0
1/29/2015,3.4,9.4,15.4,0
1/30/2015,5.3,12.1,18.9,0
1/31/2015,2.3,9.5,16.8,0
2/1/2015,3.3,9.7,16.2,0
2/2/2015,8.6,13.6,18.6,19.02
2/3/2015,0.2,5.3,10.5,0
2/4/2015,0.7,5.1,9.4,1.87
2/5/2015,5.2,6.9,8.5,23.64
2/6/2015,-0.1,6.9,13.8,0
2/7/2015,0.4,7.3,14.1,0
2/8/2015,2.5,9.7,17,0
2/9/2015,7.7,14.2,20.7,0
2/10/2015,6.4,13.7,21,0
2/11/2015,1.2,6.9,12.6,0
2/12/2015,1.2,9.5,17.7,0
2/13/2015,-0.7,7.6,15.8,0
2/14/2015,-1.1,4.1,9.4,0
2/15/2015,2.2,10,17.9,0
2/16/2015,8.3,11.3,14.3,0
2/17/2015,2.2,10.1,18,9.28
2/18/2015,-1.7,1.7,5.2,0
2/19/2015,-2.6,3.4,9.4,0
2/20/2015,-2.6,0.8,4.2,0
2/21/2015,-1.3,4.4,10,0
2/22/2015,12.6,15.8,18.9,4.07
2/23/2015,8.5,14.8,21,1.89
2/24/2015,4.9,8.7,12.5,0.93
2/25/2015,4.2,6.1,8,1.11
2/26/2015,3.5,5.4,7.3,30.41
2/27/2015,0.9,3.7,6.5,0
2/28/2015,1.3,6.8,12.3,0
3/1/2015,5.4,10.2,14.9,0
3/2/2015,9.1,12.5,15.9,0
3/3/2015,13.8,16.7,19.6,0
3/4/2015,15.4,17.5,19.6,0.53
3/5/2015,17.2,19.5,21.9,0
3/6/2015,-1.1,9.9,21,2.3
3/7/2015,-1.1,5.4,12,0
3/8/2015,2.6,9.6,16.5,0
3/9/2015,7.3,13.5,19.8,0
3/10/2015,15.5,18.1,20.6,0
3/11/2015,16.9,20.4,23.9,0
3/12/2015,18.2,20.5,22.7,0
3/13/2015,18.8,20.4,21.9,0
3/14/2015,16,18.8,21.6,9.73
3/15/2015,12.9,17.8,22.8,0
3/16/2015,13.5,18.1,22.8,0
3/17/2015,15.3,20.8,26.4,0
3/18/2015,14.8,22.1,29.4,0
3/19/2015,17,21.8,26.5,0
3/20/2015,17.2,20.4,23.6,0
3/21/2015,17.1,21.5,25.9,0
3/22/2015,18.2,22.3,26.4,0.09
3/23/2015,16.8,20.4,24,116.21
3/24/2015,15.6,18.8,22,0
3/25/2015,15.4,18.5,21.6,0
3/26/2015,17,20.3,23.5,0
3/27/2015,13.8,17.6,21.5,18.1
3/28/2015,4.7,12.2,19.7,0
3/29/2015,5.5,11.7,17.8,0
3/30/2015,7.6,13.4,19.2,0
3/31/2015,17.4,20.8,24.1,0
4/1/2015,17.1,21.5,25.8,0
4/2/2015,18.3,21.6,24.9,0
4/3/2015,14.8,19.8,24.8,0
4/4/2015,17.4,20.9,24.4,0
4/5/2015,11,18.2,25.3,0
4/6/2015,14,18.7,23.4,0.57
4/7/2015,19.5,21.9,24.2,0
4/8/2015,17.9,21.8,25.6,0
4/9/2015,18.9,22.5,26.1,0
4/10/2015,21.6,23.6,25.6,0
4/11/2015,18.8,23,27.1,15.08
4/12/2015,19.4,23,26.6,2.93
4/13/2015,20.7,22.5,24.3,89.13
4/14/2015,19.7,21.4,23.1,42.67
4/15/2015,19.4,22.4,25.5,21.75
4/16/2015,19.8,23,26.3,0.01
4/17/2015,20.8,23.5,26.1,6.39
4/18/2015,20.4,22.7,25,3.32
4/19/2015,20.9,22.9,24.9,4.13
4/20/2015,19,21.8,24.7,30.82
4/21/2015,12.9,19,25,0
4/22/2015,13.2,19,24.9,0
4/23/2015,15.9,21.9,27.9,0
4/24/2015,17.7,22.2,26.7,0
4/25/2015,19.9,23.5,27.1,1.98
4/26/2015,18.7,23,27.3,0.6
4/27/2015,20.1,24,27.9,0
4/28/2015,17.8,19.4,21,9.54
4/29/2015,16.6,20.8,25,15.82
4/30/2015,13,17.4,21.9,0
5/1/2015,13.1,19.5,25.9,0
5/2/2015,11.5,19,26.5,0
5/3/2015,11.6,18.4,25.1,0
5/4/2015,14.7,20.1,25.5,0
5/5/2015,15.3,20.9,26.4,0
5/6/2015,17.6,22,26.4,0
5/7/2015,16.3,21.9,27.4,0
5/8/2015,16.3,22.4,28.6,0
5/9/2015,17.2,23.5,29.9,0
5/10/2015,18,24.3,30.7,0
5/11/2015,18.2,24.2,30.3,0
5/12/2015,19.8,24.1,28.5,0
5/13/2015,20.7,25.1,29.5,0
5/14/2015,20.5,26,31.5,0
5/15/2015,22.2,26.2,30.1,0
5/16/2015,23.1,26,28.9,2.55
5/17/2015,22.4,25.8,29.1,0
5/18/2015,20.9,25.2,29.5,0
5/19/2015,21.6,25.6,29.6,0
5/20/2015,21.2,25.6,30,0
5/21/2015,20.2,25.8,31.4,0.28
5/22/2015,17.6,24,30.4,4.92
5/23/2015,17.4,23.3,29.2,0
5/24/2015,21.9,25.4,28.9,0
5/25/2015,23.6,26.6,29.6,0.32
5/26/2015,23.6,26.5,29.4,0.75
5/27/2015,20.4,25.1,29.8,17.84
5/28/2015,20.7,24.9,29.1,0
5/29/2015,20.4,25.1,29.9,0.02
5/30/2015,19.3,24.4,29.5,0
5/31/2015,20.6,25.1,29.6,0
6/1/2015,20.3,25.3,30.4,0
